source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"FRV2-A-015","RQ-A","Runners broadly","MARATHON_SAMPLE_SCHEDULE","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","BROAD_RUNNER_POPULATION","NOT_REPORTED","Coach-authored 9-day sample plan and 10-day extension advice","No implemented cohort or comparator","Long run; two quality sessions; easy/rest; strength/cross-training; recovery across 9 days","Template order reported on source page; actual-use order NOT_APPLICABLE","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","PLAN_INTELLIGIBILITY;TEMPLATE_EXISTENCE","Existence of 9-day sample and 10-day mention","OFFICIAL_WEBPAGE_VERIFIED","TEMPLATE_ONLY","NOT_APPLICABLE","Implementation, adherence, outcomes, and adverse events NOT_REPORTED","NOT_APPLICABLE","Verified plan only; actual use NOT_FOUND_IN_SOURCE","Advice/template without measured cohort","NOT_APPLICABLE","Cannot substantiate common use, optimality, safety, recovery completion, or TRAINORACLE numerical policy","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-A-016","RQ-A","Sprint and hurdle athletes at high-school, college, and professional levels","SHORT_SPRINTS;SHORT_HURDLES","High-school through adult","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","HIGH_SCHOOL;COLLEGE;PROFESSIONAL","IN_SEASON","Official coaching-symposium 10-day plan","No athlete sample or comparator","Speed, tempo, regeneration, strength, off, and flex days","10-day in-season setup","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","PLAN_EXISTENCE;COMPETITION_ALIGNMENT","Presented 10-day setup and meet-schedule rationale","OFFICIAL_PDF_VERIFIED","IN_SEASON_TEMPLATE","NOT_APPLICABLE","Athlete sample, adherence, outcomes, exact intervals, and adverse events NOT_REPORTED","NOT_APPLICABLE","Verified plan only; actual use NOT_VERIFIED","Wrong-event directness; presentation without outcomes","NOT_APPLICABLE","Competition anchors may inform mechanics, but sprint programming cannot determine youth middle-distance dose, interval, efficacy, or safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-A-017","RQ-A","Emma Bates, elite adult female marathoner","MARATHON","Adult","Female","ADULT","NOT_REPORTED","ELITE_PROFESSIONAL","2023_BOSTON_MARATHON_BUILD","Athlete-described 10-day cycle","No comparator","Two workouts and a long run; three recovery days after long run","Exact workout order beyond reported components NOT_REPORTED","Three days after long run; exact hours NOT_VERIFIED","NOT_APPLICABLE","NOT_REPORTED","PRACTICE_USE;PERFORMANCE_CONTEXT;SUBJECTIVE_RECOVERY_RATIONALE","Verified 10-day use; fifth place; 2:22:10 context","OFFICIAL_WEBPAGE_VERIFIED athlete interview/report","ONE_MARATHON_BUILD","RETROSPECTIVE_REPORT","Exact daily dose, actual hours, and adverse events NOT_REPORTED","NOT_REPORTED","Verified athlete self-report of 10-day use; performance is context only","Single athlete; no comparator or causal attribution","Single-athlete response only","Corrects conflicting 9-day overview; no evidence for 9 or 9.5 days; no youth/middle-distance transfer or safety inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-001","RQ-B","12 male trained adolescent runners","LONG_DISTANCE_RUNNING","16.2 +/- 0.6 years","Male","NOT_REPORTED","NOT_REPORTED","TRAINED","NOT_REPORTED","All-out 21-km run","Pre-session baseline","One all-out 21-km run","NOT_APPLICABLE","NOT_APPLICABLE","72","NOT_APPLICABLE","BIOCHEMICAL","TBARS; uric acid; glutathione; XO; SOD; CAT","Blood sampling; ABSTRACT_ONLY","24 HOURS","PRE;2H;4H;24H","Performance, force, gait, subjective recovery, and maturity NOT_REPORTED","NOT_REPORTED","CAT and TBARS elevated at 24 h versus pre; other domains not measured","Small male-only sample; abstract-level estimates","NOT_REPORTED","Extreme endurance bout; no comparator; residual biomarker is not harm, readiness, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-002","RQ-B","10 male trained adolescent runners","LONG_DISTANCE_RUNNING","16.2 +/- 0.6 years","Male","NOT_REPORTED","NOT_REPORTED","TRAINED","NOT_REPORTED","All-out 21-km run","Pre-session baseline","One all-out 21-km run","NOT_APPLICABLE","NOT_APPLICABLE","72","NOT_APPLICABLE","BIOCHEMICAL;RENAL_CALCULATION","Urea; creatinine; CK; LDH; Hb/Hct; calculated eGFR; plasma-volume change","Blood sampling and calculations; ABSTRACT_ONLY","24 HOURS","PRE;2H;4H;24H","Performance, force, gait, maturity, and hydration detail NOT_REPORTED","NOT_REPORTED","Early renal and muscle-marker changes reported sustained at 24 h","Small male-only cohort; hydration-sensitive calculations; abstract-level detail","NOT_REPORTED","Extreme event; biomarkers cannot be converted into diagnosis, safety judgment, readiness, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-003","RQ-B","12 trained male adolescent multi-sport endurance athletes","ADVENTURE_RACING","14-15 years","Male","NOT_REPORTED","NOT_REPORTED","TRAINED","NOT_REPORTED","One-day 48.2-km and two-day 66.0-km adventure races 10 weeks apart","Pre-race baseline and within-athlete alternate race format","Trail running; cycling; kayaking; skating across 48.2 or 66.0 km","MULTI_MODAL_RACE","10 weeks between race exposures","72","NOT_APPLICABLE","POWER;FORCE;SORENESS;BIOCHEMICAL","Drop jump; squat jump; MVIC; soreness; cTnI; CK-MB","FULL_TEXT_VERIFIED","72 HOURS","PRE;POST;24H_TO_72H_DEPENDING_ON_MARKER","No female athletes; no cardiac-function measure; no blood after day 1 of two-day race","NOT_REPORTED","Drop-jump height -5.9% post; squat jump and MVIC unchanged; soreness elevated at 24 h and not different at 72 h; most cardiac markers toward baseline 24-48 h except CK-MB after two-day race","n=12; mixed modalities and durations; marker-specific time points","Marker domains changed differently","No whole-athlete recovery or safety inference; target interval 72 h is comparison context only, never clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-004","RQ-B","14 elite youth soccer players","SOCCER_MATCH","16 +/- 2 years","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH","NOT_REPORTED","90-minute match with no subsequent training","Pre-match baseline","One 90-minute match","NOT_APPLICABLE","No subsequent training","72","NOT_APPLICABLE","FORCE","Isometric posterior-chain peak force","FULL_TEXT_VERIFIED; joint-angle testing","72 HOURS","PRE;POST;24H;48H;72H","Cohort-specific day-to-day reliability NOT_REPORTED","NOT_REPORTED","Force -18% post, -8% at 24 h, not different at 48 h, +12% at 72 h","One team and one match; familiarization may affect 72-h value","Large individual and joint-angle variation","Soccer indirectness; a single force test and elapsed 72 h do not establish clearance, readiness, or safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-005","RQ-B","10 male elite youth academy soccer players","SOCCER_MATCH","16 +/- 1 years","Male","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH","NOT_REPORTED","Competitive match followed by static stretching or passive recovery crossover","Static stretching versus passive recovery; pre-match baseline","Match plus assigned recovery condition","POST_MATCH_RECOVERY_CONDITION","Crossover washout NOT_VERIFIED","72","48","POWER;SORENESS;BIOCHEMICAL","CMJ; soreness; CK","FULL_TEXT_VERIFIED","48 HOURS","PRE;POST;48H","No 24-h or 72-h measure","NOT_REPORTED","CMJ remained lower and soreness/CK elevated at 48 h in both conditions; stretching differed only for CK at 48 h","n=10; intervention confounds natural kinetics","NOT_REPORTED","Soccer-specific; cannot set runner interval; no clearance or safety inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-006","RQ-B","42 male elite youth soccer players","SOCCER_MATCH","17.13 +/- 0.70 years","Male","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH","NOT_REPORTED","Official match","Pre-match baseline","One official match","NOT_APPLICABLE","NOT_REPORTED","72","48","NEUROMUSCULAR;POWER;SUBJECTIVE;SORENESS","Low-frequency fatigue; CMJ; fatigue; recovery; soreness","ABSTRACT_ONLY","48 HOURS","-2H;+30MIN;+24H;+48H","Biochemical, gait, 72-h, and full protocol details NOT_REPORTED","NOT_REPORTED","Low-frequency fatigue reduced post but not different at 24 h; CMJ unchanged; subjective and soreness measures impaired through 48 h","Abstract-only; male soccer","Objective and subjective marker domains disagreed","No universal recovery state; 72 h was not observed and remains a target only, not clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-007","RQ-B","48 Italian Serie A youth soccer players","SOCCER_MATCH_AND_TRAINING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","ELITE_YOUTH","NOT_REPORTED","Friendly match then randomized complete or reduced training at 48 h","Complete training n=26 versus reduced training n=22; pre-match baseline","Match plus 48-h training manipulation","MATCH_THEN_TRAINING","48 h between match and manipulated training","72","48;72","FORCE;POWER;SORENESS;SUBJECTIVE","Posterior-chain force; CMJ; soreness; fatigue","FULL_TEXT_VERIFIED","72 HOURS","PRE;+0.5H;+48H;+72H","No 24-h point; no biochemical outcome","NOT_REPORTED","At 48 h force and soreness altered while CMJ and subjective fatigue were not; complete training reduced CMJ/force from 48 to 72 h versus reduced training","Friendly match; 72-h state includes intervening load","Domains diverged and assigned load altered 72-h state","Strong counterevidence to elapsed-time-only inference; cannot isolate match as sole cause or treat 72 h as clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-009","RQ-B","32 male U17/U19 elite academy soccer players with limited structured-strength experience","RESISTANCE_AND_PLYOMETRIC_TRAINING","16.5 +/- 0.7 years","Male","NOT_REPORTED","LIMITED_STRUCTURED_STRENGTH_EXPERIENCE","ELITE_YOUTH","NOT_REPORTED","Fixed-order crossover: back squats plus calf raises versus back squats plus hurdle/drop jumps","Resistance versus resistance-plus-plyometric session","Shared squat stimulus; exact set/repetition detail in full text","BACK_SQUAT_THEN_CALF_RAISE_OR_HURDLE_DROP_JUMPS","8-day washout between crossover sessions","72","24;48;72","POWER;FORCE;SUBJECTIVE;SORENESS;BIOCHEMICAL","CMJ; drop jump; IMTP; adductor strength; self-report; CK","FULL_TEXT_VERIFIED","72 HOURS","PRE;24H;48H;72H","Sleep, nutrition, sprint, central-fatigue, chronic, and adverse-event endpoints NOT_REPORTED","NOT_REPORTED","No modality-by-time interaction; largest fatigue 24-48 h; CK peaked 48 h; selected markers near baseline by 72 h","Non-random order; unfamiliar strength work; shared squat stimulus","NOT_REPORTED","Near-baseline selected markers do not establish safety, whole-athlete recovery, or next-MAIN clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-010","RQ-B","Youth and adult participants in exercise-induced muscle-damage studies","EXERCISE_INDUCED_MUSCLE_DAMAGE","YOUTH_AND_ADULT","MIXED_OR_NOT_VERIFIED","NOT_VERIFIED","MIXED","MIXED","NOT_REPORTED","Systematic review/meta-analysis of youth-adult comparisons without recovery treatment","Youth versus adult","Studies reported strength, soreness, or CK at >=24 h","NOT_REPORTED","NOT_REPORTED","72","AT_LEAST_24","FORCE;SORENESS;BIOCHEMICAL","Peak strength loss; soreness; CK","ABSTRACT_ONLY","AT_LEAST_24_HOURS","PEAK_AT_OR_AFTER_24H","Session-specific kinetics and runner strata NOT_REPORTED","NOT_SYNTHESIZED_OR_NOT_REPORTED","Peak effects larger in adults; limb meta-regression for soreness but not strength/CK","Peak effect is not time to normalization; pooled heterogeneous protocols","NOT_REPORTED","Indirect review cannot clear an individual adolescent or define a universal interval; 72 h never clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-011","RQ-B","12 national-standard 1500-m specialists","MIDDLE_DISTANCE_RUNNING","27 +/- 7 years","10 male; 2 female","NOT_APPLICABLE","NOT_REPORTED","NATIONAL_STANDARD","EARLY_SEASON","Two self-paced treadmill 1500-m time trials","Trial 1 versus trial 2; prior measurement error","Two 1500-m trials","TRIAL_THEN_REPEAT","24 h","72","24","PERFORMANCE;GAIT;FORCE_PLATFORM;PHYSIOLOGICAL;SUBJECTIVE","1500-m time/speed; step variables; physiology; exertion","FULL_TEXT_VERIFIED treadmill protocol","24 HOURS","TRIAL_1;24H_TRIAL_2","No tactical race; other recovery domains incomplete","NOT_REPORTED","Time/speed, step variables, and most physiology differed no more than measurement error; higher exertion about 2.5 times more likely on trial 2","n=12 adults; treadmill; early season; carbon shoes; considerable uncertainty","Considerable within-athlete uncertainty in exertion","Preserved 1500-m performance at 24 h does not mean other outcomes normalized or repeated MAIN is safe/cleared","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-013","RQ-B","26 adult recreational male runners","DOWNHILL_RUNNING","Adult","Male","NOT_APPLICABLE","NOT_REPORTED","RECREATIONAL","NOT_REPORTED","60-minute downhill run at -10% and 65% maximal HR","Pre-run baseline","60 minutes","NOT_APPLICABLE","NOT_APPLICABLE","72","24;48","GAIT;FORCE;BIOCHEMICAL;IMAGING;PAIN","Vertical ground-reaction-force peaks; CK; MRI T2; pain","ABSTRACT_ONLY","48 HOURS","BASELINE;POST;24H;48H","Exact pain result and 72-h state NOT_REPORTED","NOT_REPORTED","Selected vGRF peaks reduced through 24-48 h; CK elevated 24 and 48 h; anterior-thigh MRI T2 elevated to 48 h","Abstract-only; contrived eccentric-damage session; asymmetric findings","NOT_REPORTED","Male recreational adults; no universal interval, diagnosis, safety, readiness, or clearance inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-014","RQ-B","10 recreational male runners","DOWNHILL_RUNNING","Adult","Male","NOT_APPLICABLE","NOT_REPORTED","RECREATIONAL","NOT_REPORTED","Two 30-minute downhill bouts at -20% and 2.8 m/s, three weeks apart","Bout 1 versus bout 2; pre-bout baseline","30 minutes per bout","NOT_APPLICABLE","3 weeks between bouts","72","24;48;72;96;168","FORCE;NEUROMUSCULAR;GAIT;SORENESS;BIOCHEMICAL","MVC; peripheral indices; gait; soreness; CK","FULL_TEXT_VERIFIED","168 HOURS","PRE;POST;24H;48H;72H;96H;168H","CK time point internally inconsistent between methods and results","NOT_REPORTED","Bout 1 MVC lower through 48 h; gait altered up to 72 h; soreness elevated through 96 h and not different at 168 h; bout 2 responses smaller/shorter","n=10 men; CK subset n=6; fixed speed; treadmill; strong repeated-bout effect","Clear repeated-bout response heterogeneity","Explicit >72-h soreness counterevidence does not define a new universal interval; 72 h never clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-019","RQ-B","10 adults","CYCLING_REPEATED_SPRINTS","Adult","NOT_VERIFIED","NOT_APPLICABLE","NOT_REPORTED","NOT_VERIFIED","NOT_REPORTED","Recumbent-cycle repeated-sprint sessions separated by randomized 24 or 48 h","24-h versus 48-h repeat interval","10 x 10-s sprints with 30-s rest","REPEATED_SESSION","24 or 48 h","72","24;48","PERFORMANCE;FORCE;NEUROMUSCULAR","Sprint output; chair MVC; Db100","ABSTRACT_ONLY","48 HOURS","SESSION_1;24H_OR_48H_SESSION_2;WITHIN_SESSION","Youth, running, soreness, biochemical, and full protocol details NOT_REPORTED","NOT_REPORTED","Sprint output did not differ; at 24 h MVC -6.5% and Db100 -10.4%; deficits not reported at 48 h","n=10; cycling; abstract-only; repeated-session design","Performance and neuromuscular domains disagreed at 24 h","Preserved output cannot erase concurrent neuromuscular difference or establish recovery/clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
