source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
FRV2-D-002,RQ-D,COMMENTARY,JBI_TEXT_AND_OPINION,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_TEXT_AND_OPINION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Conceptual two-component framework; supports family identity but is not a validation study.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Commentary; not youth-runner specific; external work cannot stand in for internal response and vice versa; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-003,RQ-D,COMPARATIVE_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_QUASI_EXPERIMENTAL;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Session-RPE related consistently to HR-based scores but absolute values differed; methods are not numerically interchangeable.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Participant detail unavailable from abstract; not youth runners; correlation does not establish numerical interchangeability; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-006,RQ-D,COMPARATIVE_VALIDATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. CR10 and Borg 6-20 sRPE correlated r=.90 but produced different absolute values; scale ID and anchors must persist.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult or mixed-sport indirectness; controlled protocol; transformation requires separate validation; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-007,RQ-D,NARRATIVE_REVIEW,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Defines sRPE as an entire-session average internal response; does not validate allocation to session components.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No validation of component allocation; a whole-session sRPE cannot be fractionally assigned to composite-session leaves; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-008,RQ-D,LONGITUDINAL_METHOD_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Individualized HR-lactate TRIMPi related to outcomes when group-average weighting did not; method identity and individual thresholds are required.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult recreational sample; individual testing required; cannot relabel as generic TRIMP or convert to other arbitrary-unit methods; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-009,RQ-D,PRIMARY_COMPARATIVE_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_QUASI_EXPERIMENTAL;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. sRPE TRIMP and biomechanical load correlations were weak to moderate across three session types; separate measures must not be summed as one currency.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth/maturity evidence; arbitrary units are construct-specific and must not be summed into one currency; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-010,RQ-D,LONGITUDINAL_VALIDATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. sRPE-TRIMP correlation varied from .811 in ergometer work to .258 in functional training; validity is modality-specific.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth or running directness; criterion changes by modality; no universal conversion or composite-session reduction; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-011,RQ-D,DEVICE_VALIDATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Wearable HR error differed by device and activity and was about 30% higher during activity than rest; model and protocol provenance are required.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not youth-runner specific; optical HR findings do not transfer to distance elevation or energy; algorithm changes break continuity; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-012,RQ-D,DEVICE_VALIDATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Most devices measured some HR conditions adequately but no device estimated energy expenditure below 20% error; outcomes are non-equivalent.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Vendor energy HR distance and pace are different outcomes and cannot substitute for one another; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-013,RQ-D,INSTRUMENT_VALIDATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Distance MAPE ranged 3.2%-6.1% and error depended on environment activity and watch; brand-level validity flags are insufficient.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Instrument rather than athlete validation; algorithm/model changes form a visible continuity boundary; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-014,RQ-D,SYSTEMATIC_REVIEW,AMSTAR_2,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Validity varied by outcome and model; only four studies assessed reliability and distance energy HR evidence was limited or variable.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult samples; no brand-level validity conclusion; do not merge outcome series across model or algorithm changes; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-015,RQ-D,YOUTH_IMPUTATION_STUDY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,PARTIAL,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Context-aware imputation outperformed simple methods in some analyses; imputed derivatives must remain separate from canonical observations.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Youth but not running; imputed derivative must be excluded from canonical observed totals and never silently replace missing; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-016,RQ-D,METHODOLOGICAL_COMMENTARY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Real-world missingness may violate missing-completely-at-random and bias dashboards; coverage and reasons must be visible.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not youth runners; analysis guidance does not change canonical truth; missing must not be zero-filled or silently removed from denominators; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-017,RQ-D,TECHNICAL_STANDARD,NOT_VERIFIED,LANE_1[AUTHORITY=IDENTIFIED;METHODS_TRANSPARENCY=LOW_CONCERN;STAKEHOLDER_RANGE=SOURCE_SPECIFIC;EVIDENCE_LINK=SOURCE_SPECIFIC;CONFLICT_DISCLOSURE=RECORDED_SEPARATELY] | LANE_2[full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE],SOME_CONCERNS,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_APPLICABLE,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Lane-1 LOW_CONCERN judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Official W3C standard models entities activities agents derivation attribution revision and time; it is not sport-effect evidence.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not sport-science validation; revisions require new lineage rather than silent overwrite; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-019,RQ-D,METHODOLOGICAL_SIMULATION,NOT_VERIFIED,LANE_1[QUESTION=STATED;ASSUMPTIONS=SOURCE_SPECIFIC;METHOD_TRANSPARENCY=SOME_CONCERNS;SENSITIVITY=SOURCE_SPECIFIC;EXTERNAL_VALIDITY=LIMITED_TO_STATED_METHOD_USE] | LANE_2[full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE],SOME_CONCERNS,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Coupling produced r=.52 despite independent weeks versus r=.01 when uncoupled; coupling method must be explicit.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Methodological simulation; cannot provide outcome or action meaning; supports explicit method provenance only; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-020,RQ-D,CASE_STUDY_COMMENTARY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_CASE_REPORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Counterevidence found mostly trivial coupled-versus-uncoupled effects in two datasets; no coupling variant is universally privileged.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No universal preference for uncoupled method; formulas remain distinct and support no zone or action rule; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-021,RQ-D,NARRATIVE_MODEL_PAPER,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,PARTIAL,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Affirmative ACWR sweet-spot rationale retained as counterevidence history only; zones are not product rules.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Mostly team-sport indirectness; proposed zones and injury language are excluded from descriptive accounting; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-023,RQ-D,CLUSTER_RANDOMIZED_TRIAL,NOT_VERIFIED,LANE_1[RANDOMIZATION=NOT_VERIFIED;DEVIATIONS=SOME_CONCERNS;MISSING_OUTCOME_DATA=SOURCE_SPECIFIC;OUTCOME_MEASUREMENT=SOURCE_SPECIFIC;SELECTIVE_REPORTING=NOT_VERIFIED] | LANE_2[full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE],SOME_CONCERNS,PARTIAL,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Lane-1 SOME_CONCERNS judgment applies only to the source's stated narrow use and is not GRADE certainty. It cannot validate 9.5-day optimality, safety, recovery clearance, or runtime authority. Tested coupled 7:28 ACWR management and found no health-problem benefit; used only to deny ACWR plan authority.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Youth but not running; ACWR bands cannot acquire plan authority from this null intervention; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-D-024,RQ-D,DESCRIPTIVE_EPIDEMIOLOGY,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_COHORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,INDIRECT,INDIRECT,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NONE_IDENTIFIED,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Across 22839 GPS sessions flag rates differed materially by weekly coupled uncoupled and EWMA methods; all calculation choices require provenance.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Descriptive differences do not select a correct method; no universal threshold zone or action is permitted; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-E-001,RQ-E,METHODOLOGICAL_REVIEW,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,MEASUREMENT_RELIABILITY_METHODS,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. Separates bias and random error; CV SEM and limits of agreement require protocol-specific scale assumptions; supports error-aware level-3 claims only.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; reliability does not automatically transfer across athlete population device or test protocol; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
FRV2-E-003,RQ-E,METHODS_TUTORIAL,NOT_VERIFIED,LANE_1[FULL_METHOD=NOT_ASSESSABLE;SELECTION=NOT_ASSESSABLE;MEASUREMENT=NOT_ASSESSABLE;MISSING_DATA=NOT_ASSESSABLE;SELECTIVE_REPORTING=NOT_ASSESSABLE] | LANE_2[full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED],NOT_ASSESSABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,MEASUREMENT_RELIABILITY_METHODS,AI_APPRAISAL_LANE_1,AI_APPRAISAL_LANE_2,PENDING_HUMAN_APPRAISAL_ADJUDICATION,PENDING_HUMAN,"LANE_1[Abstract-only evidence: the design-matched tool is named prospectively, but study-level concern is NOT_ASSESSABLE until full methods are reviewed. ICC model and SEM calculation provenance are required; MDC confidence level must be explicit.] | LANE_2[independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; different ICC and SEM formulas yield different values; no universal observation count or freshness threshold; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false]"
