source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
FRV2-A-015,RQ-A,Runners broadly,NOT_VERIFIED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,No implemented cohort or comparator,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-A-016,RQ-A,"Sprint and hurdle athletes at high-school, college, and professional levels",NOT_VERIFIED,High-school through adult,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,"Speed, tempo, regeneration, strength, off, and flex days",NOT_VERIFIED,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-A-017,RQ-A,"Emma Bates, elite adult female marathoner",NOT_VERIFIED,Adult,Female,ADULT,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,No comparator,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-001,RQ-B,NOT_VERIFIED,NOT_VERIFIED,16.2 +/- 0.6 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,All-out 21-km run,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_APPLICABLE,BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-002,RQ-B,NOT_VERIFIED,NOT_VERIFIED,16.2 +/- 0.6 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,All-out 21-km run,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-003,RQ-B,12 trained male adolescent multi-sport endurance athletes,NOT_VERIFIED,14-15 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Pre-race baseline and within-athlete alternate race format,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,POWER;FORCE;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-004,RQ-B,14 elite youth soccer players,NOT_VERIFIED,16 +/- 2 years,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Pre-match baseline,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,FORCE,Isometric posterior-chain peak force,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-005,RQ-B,10 male elite youth academy soccer players,NOT_VERIFIED,16 +/- 1 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,POWER;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-006,RQ-B,42 male elite youth soccer players,NOT_VERIFIED,17.13 +/- 0.70 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,Official match,Pre-match baseline,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NEUROMUSCULAR;POWER;SUBJECTIVE;SORENESS,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-007,RQ-B,48 Italian Serie A youth soccer players,NOT_VERIFIED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,FORCE;POWER;SORENESS;SUBJECTIVE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-009,RQ-B,32 male U17/U19 elite academy soccer players with limited structured-strength experience,NOT_VERIFIED,16.5 +/- 0.7 years,Male,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,POWER;FORCE;SUBJECTIVE;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,Non-random order; unfamiliar strength work; shared squat stimulus,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-010,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,FORCE;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-011,RQ-B,NOT_VERIFIED,NOT_VERIFIED,27 +/- 7 years,10 male; 2 female,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,24,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-013,RQ-B,26 adult recreational male runners,NOT_VERIFIED,Adult,Male,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,GAIT;FORCE;BIOCHEMICAL;IMAGING;PAIN,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-014,RQ-B,NOT_VERIFIED,NOT_VERIFIED,Adult,Male,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,FORCE;NEUROMUSCULAR;GAIT;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-019,RQ-B,10 adults,NOT_VERIFIED,Adult,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,PERFORMANCE;FORCE;NEUROMUSCULAR,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,Sprint output did not differ; at 24 h MVC -6.5% and Db100 -10.4%; deficits not reported at 48 h,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-020,RQ-B,Healthy adults and adolescents across 20 studies,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,PERFORMANCE;POWER;SORENESS;BIOCHEMICAL,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_SYNTHESIZED,Pooled sprint/COD/CMJ impairments and DOMS/CK elevations reported up to 72 h,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-B-022,RQ-B,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-002,RQ-C,25 postpubertal adolescent distance runners enrolled; 18 completed,NOT_VERIFIED,17.2 +/- 1.2 years,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Exact within-session sequence NOT_REPORTED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-003,RQ-C,NOT_VERIFIED,NOT_VERIFIED,16-18 years,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Day and order NOT_REPORTED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-004,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,Continuous and interval running plus machine resistance,NOT_VERIFIED,NOT_VERIFIED,Sequence NOT_REPORTED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,3-km time,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-005,RQ-C,NOT_VERIFIED,NOT_VERIFIED,17.6 +/- 1.2 years,Male,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,0.167,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-007,RQ-C,28 well-trained male collegiate distance runners,NOT_VERIFIED,19-23 years,Male,ADULT_OR_YOUNG_ADULT,At least 4 years,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-010,RQ-C,NOT_VERIFIED,NOT_VERIFIED,Mean 31.1 years,Male,ADULT,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,0,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-011,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-012,RQ-C,NOT_VERIFIED,NOT_VERIFIED,42 +/- 10 years,Female,ADULT,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,Injury adverse events NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
FRV2-C-013,RQ-C,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,ADULT,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,AI_EXTRACTION_LANE_1,AI_EXTRACTION_LANE_2,PENDING_HUMAN_FIELD_ADJUDICATION
